"ID","np","place","feature","type","is_natural","indig_or_wstrn","is_oipn","for_apeople","is_transl","class","erasure","problem","derog","prob_col"
1689,"Yellowstone","Artist Point","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1690,"Yellowstone","Artists Paintpots","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1691,"Yellowstone","Avalanche Peak","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1692,"Yellowstone","Barronette Peak","Mountain","Unknown","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence","#FDE725FF"
1693,"Yellowstone","Beach Lake","Lake","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1694,"Yellowstone","Beaver Lake","Lake","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1695,"Yellowstone","Bechler Ranger Station","Ranger Station","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1696,"Yellowstone","Bechler River","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1697,"Yellowstone","Beryl Spring","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1698,"Yellowstone","Beula Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence","#482677FF"
1699,"Yellowstone","Biscuit Basin","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1700,"Yellowstone","Black Sand Basin","Point of Interest or geologic formation","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1701,"Yellowstone","Blacktail Deer Creek","River","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1702,"Yellowstone","Blacktail Deer Plateau","Mountain","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1703,"Yellowstone","Blacktail Pond","Lake","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1704,"Yellowstone","Boundary Creek","River","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1705,"Yellowstone","Bridge Bay","Bay","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1706,"Yellowstone","Buffalo Creek","River","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1707,"Yellowstone","Buffalo Lake","Lake","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1708,"Yellowstone","Bunsen Peak","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1709,"Yellowstone","Bunsen Peak","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1710,"Yellowstone","Cache Mountain","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1711,"Yellowstone","Canyon Village","Village","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1712,"Yellowstone","Caribou-Targhee National Forest","Public land","Animal","Human-constructed","Western","NA - WPN","NA - WPN","No","Animal","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1713,"Yellowstone","Cascade Lake","Lake","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1714,"Yellowstone","Castle Geyser","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1715,"Yellowstone","Castor Peak","Mountain","Greek mythology","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1716,"Yellowstone","Cave Falls","Waterfall","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1717,"Yellowstone","Chipmunk Creek","River","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1718,"Yellowstone","Cody Peak","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence","#FDE725FF"
1719,"Yellowstone","Colonnade Falls","Waterfall","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1720,"Yellowstone","Colter Peak","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence","#FDE725FF"
1721,"Yellowstone","Craig Pass","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1722,"Yellowstone","De Lacy Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1723,"Yellowstone","De Lacy Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1724,"Yellowstone","Delusion Lake","Lake","Other","Natural","Western","NA - WPN","NA - WPN","No","Act","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1725,"Yellowstone","Dome Mountain","Mountain","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1726,"Yellowstone","Dot Island","Island","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1727,"Yellowstone","Druid Peak","Mountain","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1728,"Yellowstone","Duck Lake","Lake","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1729,"Yellowstone","Dunanda Falls","Waterfall","Indigenous reference","Natural","Indigenous","unclear","no","No","Other","No information","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1730,"Yellowstone","Dunraven Pass","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence","#1F968BFF"
1731,"Yellowstone","Eagle Pass","Point of Interest or geologic formation","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1732,"Yellowstone","Eagle Peak","Point of Interest or geologic formation","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1733,"Yellowstone","Eleanor Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1734,"Yellowstone","Electric Peak","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1735,"Yellowstone","Fairy Creek","River","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1736,"Yellowstone","Fairy Falls","Waterfall","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1737,"Yellowstone","Fan Creek","River","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1738,"Yellowstone","Firehole Falls","Waterfall","Other","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1739,"Yellowstone","Firehole River","River","Other","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1740,"Yellowstone","Fishing Bridge RV Park","Campground","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1741,"Yellowstone","Flat Mountain Arm","Lake","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1742,"Yellowstone","Floating Island Lake","Lake","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1743,"Yellowstone","Fountain Paint Pot","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1744,"Yellowstone","Frank Island","Island","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1745,"Yellowstone","Gallatin Range","Mountain","Unknown","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1746,"Yellowstone","Gardner River","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence","#1F968BFF"
1747,"Yellowstone","Gardners Hole","Valley","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence","#FDE725FF"
1748,"Yellowstone","Gibbon Falls","Waterfall","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence","#FDE725FF"
1749,"Yellowstone","Gibbon River","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence","#FDE725FF"
1750,"Yellowstone","Gneiss Creek","River","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1751,"Yellowstone","Goose Lake","Lake","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1752,"Yellowstone","Grand Prismatic Spring","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1753,"Yellowstone","Grant Village","Village","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1754,"Yellowstone","Grayling Creek","River","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1755,"Yellowstone","Great Fountain Geyser","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1756,"Yellowstone","Grebe Lake","Lake","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1757,"Yellowstone","Grizzly Lake","Lake","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1758,"Yellowstone","Grizzly Peak","Point of Interest or geologic formation","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1759,"Yellowstone","Grouse Creek","River","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1760,"Yellowstone","Hayden Valley","Valley","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named after person who supported racist ideas (but non-violent, not in power)","No info - not likely, no evidence","#73D055FF"
1761,"Yellowstone","Heart Lake","Lake","Shape","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence","#1F968BFF"
1762,"Yellowstone","Hellroaring Mountain","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1763,"Yellowstone","Hering Lake","Lake","Unknown","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1764,"Yellowstone","Ice Lake","Lake","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1765,"Yellowstone","Indian Creek","River","Indigenous reference","Natural","Western","NA - WPN","NA - WPN","No","People","Potentially - probably had IPN","Name itself promotes racist ideas and/or violence against a group","Potentially - no evidence but justification of potential to feel like a swear word","#B8DE29FF"
1766,"Yellowstone","Indian Pond","Lake","Native American reference","Natural","Western","NA - WPN","NA - WPN","No","People","Potentially - probably had IPN","Name itself promotes racist ideas and/or violence against a group","Potentially - no evidence but justification of potential to feel like a swear word","#B8DE29FF"
1767,"Yellowstone","Inspiration Point","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1768,"Yellowstone","Isa Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1769,"Yellowstone","Kepler Cascades","Waterfall","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1770,"Yellowstone","Lake Butte Overlook","Point of Interest or geologic formation","Shape","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1771,"Yellowstone","Lake Village","Village","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1772,"Yellowstone","Lamar River","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named after person who supported racist ideas (but non-violent, not in power)","No info - not likely, no evidence","#73D055FF"
1773,"Yellowstone","Lamar Valley","Valley","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named after person who supported racist ideas (but non-violent, not in power)","No info - not likely, no evidence","#73D055FF"
1774,"Yellowstone","Lava Creek","River","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1775,"Yellowstone","LeHardys Rapids","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1776,"Yellowstone","Lewis Falls","Waterfall","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1777,"Yellowstone","Lewis Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1778,"Yellowstone","Lewis River","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1779,"Yellowstone","Little Firehole River","River","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1780,"Yellowstone","Little Quadrant Mountain","Mountain","Unknown","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1781,"Yellowstone","Lone Star Geyser","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1782,"Yellowstone","Lower Geyser Basin","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1783,"Yellowstone","Madison","Village","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","Named after person who supported racist ideas (but non-violent, not in power)","No info - not likely, no evidence","#73D055FF"
1784,"Yellowstone","Madison Plateau","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named after person who supported racist ideas (but non-violent, not in power)","No info - not likely, no evidence","#73D055FF"
1785,"Yellowstone","Madison River","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named after person who supported racist ideas (but non-violent, not in power)","No info - not likely, no evidence","#73D055FF"
1786,"Yellowstone","Mallard Lake","Lake","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1787,"Yellowstone","Mammoth Hot Springs Terraces","Point of Interest or geologic formation","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1788,"Yellowstone","Mary Bay","Bay","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1789,"Yellowstone","Mary Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1790,"Yellowstone","McBride Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1791,"Yellowstone","Midway Geyser Basin","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1792,"Yellowstone","Miller Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1793,"Yellowstone","Mirror Plateau","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1794,"Yellowstone","Monument Geyser Basin","Point of Interest or geologic formation","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1795,"Yellowstone","Moose Falls","Waterfall","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1796,"Yellowstone","Mount Doane","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence","#FDE725FF"
1797,"Yellowstone","Mount Everts","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1798,"Yellowstone","Mount Haynes","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1799,"Yellowstone","Mount Holmes","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1800,"Yellowstone","Mount Langford","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1801,"Yellowstone","Mount Norris","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1802,"Yellowstone","Mount Schurz","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1803,"Yellowstone","Mount Sheridan","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence","#FDE725FF"
1804,"Yellowstone","Mount Stevenson","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1805,"Yellowstone","Mount Washburn","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1806,"Yellowstone","Mountain Creek","River","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1807,"Yellowstone","Mud Lake Canoe Trail","Trail","Mineral","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1808,"Yellowstone","Mud Volcano","Point of Interest or geologic formation","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1809,"Yellowstone","Mystic Falls","Waterfall","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1810,"Yellowstone","National Park Mountain","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1811,"Yellowstone","Natural Bridge","Point of Interest or geologic formation","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
1812,"Yellowstone","Nez Perce Creek","River","Indigenous reference","Natural","Indigenous","no","yes",NA,"People","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence","#39568CFF"
1813,"Yellowstone","Norris Geyser Basin","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence","#440154FF"
